identificacion|nombre|edad|altura_cm|peso_lb|sexo|salario|ciudad|fecha_registro|nivel_educacion|email
1737389757|Sebastián Tapia Tapia||164.6|137.8|F|1494.85|Quito|05/06/2025|Maestria|sebastian.tapia.tapia@yahoo.com
1741181596001|pedro lópez alvarado|26.0|173.8|183.9|m|480.0|Quito|Jun 21, 2024|Secundaria|pedro.lopez.alvarado@gmail.com
1731173074|MIGUEL TORRES RODRIGUEZ|36.0|161.0|142.4|F|690.53|Quito|2024-03-08|Secundaria|
1748482088|Elena Cedeño Ortega|32.0|168.9|133.7|F|480.0|Quito|Dec 31, 2024|Secundaria|elena.cedeno.ortega@empresa.ec
1758718058|Diego Salazar Quintero|34.0|167.9|144.7|M|513.85|Quito|2024-03-08|Universidad| diego.salazar.quintero@gmail.com 
1713179347001|Jorge  Navarro  Benítez|31.0|165.0|127.4|F|937.58|Quito|2025-11-05|Maestria|
1751745504| natalia quintero solís|45.0|173.4|179.4|F|657.5|Quito|2024-01-02|Tecnico| .natalia.quintero.solis@gmail.com 
1707770259|Esteban Mera Acosta|40.0|168.0|141.6|m|480.0|Quito|2025-04-06|Universidad|esteban.mera.acosta@empresa.ec
1729504827|Jose Rojas Carrillo|30.0|183.6|176.9|m|805.59|Quito|Jun 09, 2023|Maestria|jose.rojas.carrillo@hotmail.com
1747469144|Miguel Chávez Villamar|32.0|150.7|95.0|f|579.38|Quito||Secundaria|
1744010925|JAVIER ARÉVALO SUÁREZ|32.0|161.2|119.2|f|480.0|Quito|Jan 19, 2025|Tecnico|javier.arevalo.suarez@empresa.ec
1738225539|María Cornejo Sanchez|29.0|159.3|127.0|F|1393.37|Quito|02/07/2025|Maestria|
1747626990|PAOLA HERRERA RODRIGUEZ|38.0|177.8|174.7|m|480.0|Quito|24/06/2023|Tecnico|
1732668122|Jorge Castro Salazar|39.0|162.3|151.3|f|480.0|Quito|2023-10-27|Secundaria|
1714625082|Mateo Arévalo Mendoza|35.0|180.2|192.9|M|644.83|Quito|24/01/2026|Secundaria|mateo.arevalo.mendoza@yahoo.com
1707338941| bryan lópez valencia |38.0|176.3|185.5|M|950.26|Quito|23/12/2024|Secundaria|
1742611047|valeria cedeño suárez|34.0|167.7|130.4|m|2184.21|Quito|2025-09-09|Universidad|
1718080839|BRYAN FLORES BENÍTEZ|35.0|163.4|141.4|f|480.0|Quito|Mar 12, 2025|Universidad|
1739811931001|Cristian Silva Cornejo|41.0|167.6|141.6|f|502.65|Quito|2023-02-01|Secundaria| cristian.silva.cornejo@yahoo.com 
1733608010| NATALIA BENÍTEZ MENDOZA|39.0|176.6|172.5|M|505.29|Quito|2023-05-30|Tecnico|
1735733238|Gustavo Rodriguez Jiménez|33.0|191.4|202.6|m|480.0|Quito|20/02/2023|Primaria|
1720480878|paola rodriguez cedeño|36.0|181.5|167.8|m|694.89|Quito|2025-09-18|Secundaria|paola.rodriguez.cedeno@outlook.com
1740307184001|Jose García Torres|47.0|179.2|184.5|M|480.0|Quito|09/02/2026|Secundaria|
1702639418|Ana Jiménez Cornejo|40.0|160.9|113.3|f|480.0|Quito|2023-07-15|Tecnico|
1705978326|gabriela rojas loor|37.0|185.9|210.8|M|762.39|Quito|Mar 04, 2025|Universidad|
1710685296|Valeria Acosta Salazar|34.0|180.6|174.2|M|509.05|Quito|19/01/2025|Secundaria|
1743830521|sebastián  quintero  zambrano|29.0|168.4|149.5|f|885.5|Quito|29/09/2024|Tecnico|sebastian.quintero.zambrano@empresa.ec
1743454140|TATIANA SOLÍS MERA|36.0|160.3|153.4|F|480.0|Quito|2025-06-25|Secundaria|
1717042053|Nicole Moreno García|42.0|164.6|140.8|m|555.8|Quito|2023-08-02|Tecnico|
1711078483001| Andrés Loor Rojas |51.0|159.1|147.8|f|480.0|Quito|Oct 02, 2023|Universidad|andres.loor.rojas@gmail.com
1715946768|tatiana  cedeño  cruz|44.0|167.4|139.5|F|1615.74|Quito|2024-07-01|Universidad|TATIANA.CEDENO.CRUZ@EMPRESA.EC
1753164498|CARLOS LÓPEZ CEDEÑO|30.0|171.6|150.5|f|480.0|Quito|30/09/2024|Secundaria|
1749965917|andrés suárez moreno|33.0|178.9|188.7|M|556.04|Quito|2023-06-03|Universidad|
1712621141|Andrea Carrillo Torres|51.0|164.1|141.3|f|480.0|Quito|2025-08-03|Tecnico|
1716890940001| NICOLE ARÉVALO SILVA |32.0|191.6|225.2|M|480.0|Quito|12/09/2024|Universidad|nicole.arevalo.silva@yahoo.com
1729485886|JORGE GARCÍA MERA|34.0|161.3|102.9|F|814.14|Quito|Jan 04, 2023|Maestria|jorge.garcia.mera@hotmail.com
1740257405|alejandra acosta mera|42.0|183.1|185.1|m|480.0|Quito|26/11/2023|Secundaria|
1742795477|melanie cedeño mendoza|53.0|178.5|189.5|F|903.3|Quito|04/05/2024|Universidad|
1746555117| isabela valencia salazar |49.0|161.5|124.4|f|486.74|Quito|Nov 23, 2025|Secundaria|isabela.valencia.salazar@hotmail.com
1714116140|ADRIANA CRUZ SILVA|39.0|172.1|174.8|M|1438.12|Quito|20/08/2023|Universidad|
1712911625|Lucía Benítez Flores|30.0|191.6|184.6|M|480.0|Quito|02/08/2025|Tecnico|lucia.benitez.flores@gmail.com
1717724445|isabela arévalo quintero|38.0|180.4|175.3|M|654.08|Quito|2023-09-03|Primaria|
1741044521|Nicole Peña Ortega|34.0|172.3|169.5|M|1021.43|Quito|19/03/2024|Universidad|nicole.pena.ortega@outlook.com
1704103546001|DIANA DELGADO MORENO|45.0|163.6|142.8|f|522.93|Quito|Oct 18, 2024|Tecnico|
1739932091001|mateo salazar alvarado|38.0|169.9|166.3|F|1120.02|Quito|2025-05-12|Universidad|mateo.salazar.alvarado@empresa.ec
1736303569|Carlos Ortega Flores|35.0|173.4|181.7|m|1124.85|Quito||Universidad|carlos.ortega.flores@yahoo.com
1729060077001|ALEJANDRO MENDOZA VERA|40.0|176.3|186.3|F|950.39|Quito|22/06/2024|Universidad|
1716405038001|ELENA ROMERO LÓPEZ|34.0|180.2|192.8|M|544.84|Quito|2024-04-01|Secundaria|elena.romero.lopez@outlook.com
1725660912|Jose Salazar Moreno|32.0|165.2|162.4|F|788.82|Quito|14/06/2023|Secundaria|
1742573536|ESTEBAN GUERRERO SOLÍS|43.0|157.0|149.6|f|1031.06|Quito|2023-02-07|Maestria|
1740904261001|Ricardo Guerrero Salazar|32.0|173.6|195.5|M|1599.47|Quito|09/02/2025|Universidad|ricardo.guerrero.salazar@outlook.com
1735705897|bryan quintero garcía|26.0|163.6|142.8|F|621.05|Quito|2024-07-19|Tecnico|bryan.quintero.garcia@gmail.com
1727059295|Miguel Cruz Valencia|30.0|178.3|178.0|m|480.31|Quito|Sep 29, 2023|Tecnico|miguel.cruz.valencia@hotmail.com
1759008103001|ELENA LOOR SANCHEZ|33.0|159.6|113.6|F|594.94|Quito|Dec 03, 2023|Secundaria|elena.loor.sanchez@outlook.com
1713495206|David Zambrano Vera|38.0|171.7|160.7|M|686.15|Quito|2025-10-11|Primaria|david.zambrano.vera@hotmail.com
1706746755|Diana Romero Solís|46.0|175.9|195.2|m|995.83|Quito|2024-03-31|Universidad|
1729131696|PAOLA TORRES REYES|32.0|168.3|133.6|f|480.0|Quito|2025-09-20|Secundaria|paola.torres.reyes@empresa.ec
1702117696|Javier Tapia Arévalo|30.0|166.4|154.3|f|577.71|Quito|2024-04-02|Universidad|
1735794297001|elena benítez romero|30.0|163.1|122.2|M|480.0|Quito|2025-10-28|Secundaria|
1747249942|Paola Arévalo Guerrero|45.0|170.7|146.9|f|480.0|Quito|2024-07-12|Secundaria|paola.arevalo.guerrero@yahoo.com
1739565008| CARLA HERRERA CEDEÑO |33.0|167.2|155.6|F|694.54|Quito|17/06/2023|Universidad|carla.herrera.cedeno@empresa.ec
1726330317|Javier Rojas Flores|43.0|160.5|117.0|F|480.0|Quito|2024-09-15|Tecnico|javier.rojas.flores@yahoo.com
1745937530|Daniel Silva Jiménez|44.0|171.5|162.4|m|592.68|Quito|2025-06-19|Tecnico|daniel.silva.jimenez@yahoo.com
1722584271001|ricardo reyes navarro|37.0|173.4|152.3|m|480.0|Quito|2024-03-16|Universidad|ricardo.reyes.navarro@hotmail.com
1719340745001|RICARDO SALAZAR ORTEGA|38.0|156.7|119.9|f|1325.82|Quito|14/12/2023|Universidad|ricardo.salazar.ortega@yahoo.com
1721962551| Sebastián Arévalo Moreno |33.0|180.2|190.9|m|480.0|Quito|2023-08-14|Universidad|sebastian.arevalo.moreno@hotmail.com
1748986393|Fernanda  Villamar  Villamar|44.0|173.8|164.3|m|480.0|Quito|29/12/2023|Secundaria|fernanda.villamar.villamar@gmail.com
1705991220|Luis Zambrano Molina|44.0|173.7|191.5|m|480.0|Quito|16/12/2024|Secundaria|luis.zambrano.molina@gmail.com
1752966570|DANIEL ROMERO HERRERA|31.0|180.4|175.2|M|682.2|Quito|2024-02-16|Tecnico|
1724817927|ADRIANA MORENO MORENO|47.0|165.0|119.2|f|1092.6|Quito|2023-09-23|Maestria|
1743672279|Juan Herrera Carrillo|43.0|177.7|176.7|M|750.86|Quito|11/08/2023|Maestria|juan.herrera.carrillo@outlook.com
1742374539|LUIS PEÑA NAVARRO|49.0|165.4|155.1|m|920.32|Quito|Aug 13, 2023|Maestria|
1750110932|Lucía Cedeño García|39.0|173.6|179.3|m|591.91|Quito|01/11/2024|Tecnico|
1753211935|Valeria  Jiménez  Torres|28.0|153.3|113.1|F|1605.02|Quito|31/12/2024|Secundaria|valeria.jimenez.torres@gmail.com
1739959110|alejandra guerrero solís|32.0|160.8|139.1|F|663.35|Quito|2023-07-27|Universidad|
1757663206001|Isabela Ortega Espinoza|50.0|160.9|109.2|F|864.76|Quito|Dec 29, 2023|Universidad|
1726961921|Sofía  Cedeño  Suárez|37.0|174.1|146.7|F|480.0|Quito|2025-09-30|Universidad|
1734963927|Pedro Cedeño Sanchez|33.0|160.8|112.8|f|480.0|Quito|2024-04-02|Secundaria|pedro.cedeno.sanchez@hotmail.com
1754582094|melanie lópez carrillo|41.0|168.2|176.1|M|480.0|Quito|18/04/2023|Secundaria|
1700472663|Bryan Vera Chávez||159.3|113.5|F|779.58|Quito|17/01/2025|Universidad|
1709829012|Gustavo Quintero Loor|29.0|170.5|154.5|M|480.0|Quito|2023-12-08|Tecnico|gustavo.quintero.loor@hotmail.com
1734962952|Bryan Moreno Suárez|35.0|173.9|165.0|m|480.0|Quito||Secundaria|
1756484182|sebastián castro cedeño|28.0|180.5|177.2|m|480.0|Quito|16/11/2023|Universidad|sebastian.castro.cedeno@empresa.ec
1733693830|FERNANDA CASTRO VILLAMAR|27.0|161.4|162.7|F|480.0|Quito|2023-04-09|Secundaria|FERNANDA.CASTRO.VILLAMAR@OUTLOOK.COM
1720670528|Alejandro Cornejo Paredes|36.0|167.2|151.0|F|625.02|Quito|2023-06-15|Secundaria|ALEJANDRO.CORNEJO.PAREDES@HOTMAIL.COM
1701759274|ISABELA ROMERO BRAVO||168.6|129.5|f|480.0|Quito||Tecnico|
1756496954|Ana Bravo Castro|34.0|169.6|139.1|M|2263.32|Quito|Oct 12, 2023|Universidad|ana.bravo.castro@empresa.ec
1754898912|Diego Silva Herrera|33.0|174.2|172.7|f|1408.67|Quito|2024-09-04|Tecnico|
1759145756|Andrés Valencia Alvarado|35.0|165.8|142.1|f|577.22|Quito|Oct 24, 2025|Universidad|andres.valencia.alvarado@empresa.ec
1717677379|jose delgado loor|25.0|173.4|172.2|M|1098.11|Quito|2024-09-03|Maestria|
1712922622001|Valeria Chávez Navarro|37.0|177.0|148.0|f|1270.78|Quito|2023-05-16|Primaria|
1744579325|Javier  Bravo  Zambrano|42.0|166.7|173.5|m|480.0|Quito|17/05/2023|Tecnico|javier.bravo.zambrano@hotmail.com
1733144024|Andrea Rodriguez García|34.0|180.8|154.0|m|1179.76|Quito||Secundaria|
1718166893|ANDRÉS SOLÍS PAREDES|44.0|167.4|124.8|f|998.95|Quito|2024-01-29|Universidad|andres.solis.paredes@yahoo.com
1722826797001| Natalia Silva Quintero|35.0|166.2|125.5|M|892.69|Quito|2023-10-12|Universidad| .natalia.silva.quintero@hotmail.com 
1733110918|Paola Mendoza Herrera|33.0|171.8|167.8|M|600.73|Quito|16/04/2023|Tecnico|
1737703817|Karen Reyes Silva|47.0|168.3|132.8|F|480.0|Quito|Dec 01, 2025|Secundaria|
1751048057|maría  lópez  salazar|48.0|178.3|187.7|m|484.38|Quito|18/06/2025|Universidad|maria.lopez.salazar@empresa.ec
1744961036|CARLA  JIMÉNEZ  VILLAMAR|30.0|169.9|143.8|F|581.22|Quito|2025-08-17|Secundaria| carla.jimenez.villamar@yahoo.com 
1755275185001|Diego Chávez Jiménez|41.0|173.2|165.0|m|1088.23|Quito|2024-04-18|Maestria|diego.chavez.jimenez@gmail.com
1743138180| fernanda quintero silva |35.0|163.6|137.1|F|632.27|Quito|2023-07-03|Secundaria|fernanda.quintero.silva@hotmail.com
1730521349|Juan  Sanchez  Torres|43.0|161.4|104.7|f|1088.79|Quito|2024-01-30|Universidad|
1735998336|CAMILA TORRES RODRIGUEZ|40.0|160.6|131.7|f|607.98|Quito|May 15, 2025|Universidad|camila.torres.rodriguez@gmail.com
1729464659|cristian vera sanchez|41.0|177.8|166.8|M|898.58|Quito|20/02/2025|Maestria|cristian.vera.sanchez@empresa.ec
1738016672001|ricardo rojas herrera|40.0|175.4|159.8|M|712.17|Quito|2025-11-20|Universidad|ricardo.rojas.herrera@empresa.ec
1752597706|DAVID GARCÍA SANCHEZ|36.0|173.6|176.5|m|480.0|Quito|2025-11-19|Tecnico|
1707170898|MARÍA NAVARRO HERRERA|35.0|168.3|140.9|f|1196.93|Quito|Nov 15, 2025|Tecnico|
1700588583001|carlos zambrano arévalo|31.0|168.1|153.7|M|480.0|Quito|2024-04-29|Universidad|carlos.zambrano.arevalo@outlook.com
1717615379|GABRIELA VILLACÍS GARCÍA|44.0|178.0|201.8|m|480.0|Quito|06/02/2025|Universidad|
1740702988001|Elena Peña Benítez|33.0|181.4|198.3|M|484.76|Quito|03/06/2024|Universidad|elena.pena.benitez@yahoo.com
1730024195001|Bryan Zambrano Valencia|33.0|164.5|118.2|f|480.0|Quito|25/08/2023|Primaria|
1715726764|JAVIER ESPINOZA LOOR|34.0|183.6|181.9|M|562.04|Quito|2024-02-09|Maestria|javier.espinoza.loor@gmail.com
1704217635|Diana Moreno López|25.0|179.1|204.6|m|647.12|Quito|2023-11-16|Universidad|diana.moreno.lopez@hotmail.com
1729840346| JOSE PAREDES MERA |34.0|168.4|164.1|M|1248.59|Quito|2026-01-11|Universidad|jose.paredes.mera@outlook.com
1739666830|Jorge Arévalo Romero|29.0|177.5|197.3|M|480.0|Quito|2024-11-29|Universidad|
1701297986001|lucía sanchez villamar|39.0|146.6|125.0|F|489.49|Quito||Secundaria|lucia.sanchez.villamar@outlook.com
1734846320|nicole cruz loor|34.0|181.3|164.8|M|480.0|Quito|2023-02-07|Tecnico| nicole.cruz.loor@empresa.ec 
1740054281|Adriana  Rodriguez  Solís|25.0|170.5|153.0|m|2510.12|Quito|2025-01-10|Universidad|
1731801203| Natalia Paredes Peña|31.0|177.7|173.2|m|1833.72|Quito|28/09/2023|Universidad|.natalia.paredes.pena@yahoo.com
1758517948001|kevin chávez suárez|40.0|182.0|174.0|m|480.0|Quito|Sep 19, 2025|Maestria|
1749803522|JAVIER MORENO SOLÍS|43.0|172.3|136.3|m|480.0|Quito|2024-04-01|Universidad|javier.moreno.solis@yahoo.com
1757290182| ricardo suárez acosta |38.0|177.3|176.5|f|808.66|Quito|2023-03-29|Universidad|ricardo.suarez.acosta@yahoo.com
1713586574|vanessa rodriguez molina|32.0|155.3|119.1|F|480.0|Quito|Sep 12, 2023|Universidad|
1737394468|Ricardo Loor Delgado|42.0|163.5|127.7|f|2113.23|Quito|02/02/2026|Secundaria|ricardo.loor.delgado@hotmail.com
1729936375| Natalia Carrillo Moreno|26.0|191.4|193.8|m|1024.54|Quito|02/11/2025|Secundaria|
1703559060|Ana Villamar Jiménez|28.0|174.0|186.3|m|480.0|Quito|2025-11-08|Secundaria|
1750083519001|VALERIA MOLINA PEÑA|38.0|163.6|145.8|m|893.98|Quito|2024-10-18|Universidad|valeria.molina.pena@outlook.com
1707349989|Gabriela Silva Romero|30.0|170.2|141.3|f|783.55|Quito|2023-06-29|Tecnico|gabriela.silva.romero@hotmail.com
1720753415| Daniel García Guerrero |32.0|169.5|138.1|f|598.05|Quito|2023-08-21|Universidad|daniel.garcia.guerrero@hotmail.com
1704418019|Nicole  Guerrero  Torres|32.0|172.2|137.5|F|708.9|Quito|2023-09-04|Universidad|
1727297622|Carlos Mera Peña||164.5|129.7|F|1043.23|Quito|2024-12-28|Maestria|
1720430873001|sofía loor cedeño|32.0|174.2|206.3|M|1111.9|Quito|27/01/2025|Universidad|
1701617233|Alejandra Cedeño Solís|41.0|179.3|166.5|m|498.91|Quito|30/12/2025|Tecnico|
1728465939001|Pedro Vera Solís|39.0|176.5|157.7|F|1137.68|Quito|2025-11-21|Maestria|
1758715229|miguel arévalo tapia|33.0|161.6|140.1|F|572.31|Quito|2023-11-08|Universidad|MIGUEL.AREVALO.TAPIA@GMAIL.COM
1742323163|Paola Carrillo Castro|45.0|179.6|176.6|m|997.63|Quito|2025-05-09|Maestria|
1755464664| Natalia Benítez Jiménez|45.0|158.5|129.0|F|1441.94|Quito|2025-09-27|Universidad| .natalia.benitez.jimenez@gmail.com 
1731815625|Adriana Ortega Cornejo|41.0|184.1|193.1|m|480.0|Quito|12/01/2023|Secundaria|adriana.ortega.cornejo@empresa.ec
1741903650001| Natalia Villamar López|38.0|186.1|205.5|m|480.0|Quito|2023-12-17|Secundaria|.natalia.villamar.lopez@hotmail.com
1720316700001|Carlos Quintero Chávez|37.0|189.7|204.6|m|1226.78|Quito|2025-12-19|Primaria|carlos.quintero.chavez@yahoo.com
1733281198|Karen Peña Reyes|42.0|184.6|190.0|F|1148.28|Quito|2024-01-06|Tecnico|karen.pena.reyes@empresa.ec
1701915934| Carlos Sanchez Flores |35.0|183.6|217.5|M|539.21|Quito|02/03/2025|Secundaria|
1719857094|Juan Acosta Rojas|33.0|179.3|197.4|M|1372.25|Quito|02/01/2023|Maestria|
1709413080|VANESSA VILLACÍS CHÁVEZ|35.0|184.3|180.3|M|1025.17|Quito|2023-05-19|Universidad|
1705210712|Elena Solís Peña|28.0|163.6|152.6|m|585.54|Quito|2025-01-06|Universidad|elena.solis.pena@empresa.ec
1726184458|SOFÍA MENDOZA GUERRERO|33.0|170.6|156.4|f|532.71|Quito|Feb 26, 2025|Secundaria|sofia.mendoza.guerrero@hotmail.com
1727254797| DIEGO SOLÍS SUÁREZ |41.0|178.9|199.3|m|480.0|Quito|2023-12-10|Tecnico|diego.solis.suarez@yahoo.com
1723688568001|bryan garcía molina|34.0|169.6|140.0|F|997.44|Quito|2024-10-25|Universidad|bryan.garcia.molina@gmail.com
1755722756001|DANIEL VERA TORRES||168.1|131.8|F|487.79|Quito|Jan 28, 2025|Secundaria|
1749221287| GUSTAVO HERRERA TORRES |27.0|173.9|176.6|M|747.78|Quito|2026-01-02|Secundaria|
1724068695001|Adriana Quintero Peña|41.0|171.5|152.7|F|494.78|Quito|2024-01-19|Universidad|adriana.quintero.pena@hotmail.com
1725711244|Melanie Jiménez Cedeño|41.0|171.3|151.3|M|480.0|Quito|29/11/2024|Secundaria|
1728908771|Carlos Villacís Moreno|39.0|178.8|195.4|m|1119.06|Quito|Sep 02, 2025|Maestria|carlos.villacis.moreno@gmail.com
1741400301001|mateo garcía suárez|35.0|181.8|204.2|m|480.0|Quito|Sep 21, 2024|Primaria|
1717047698|Camila Reyes Moreno|42.0|179.7|184.4|M|637.6|Quito|2025-07-04|Universidad|camila.reyes.moreno@hotmail.com
1711960813|MARÍA ALVARADO TAPIA|43.0|174.1|165.7|F|631.96|Quito|2025-12-19|Tecnico|maria.alvarado.tapia@hotmail.com
1739143871|Ricardo Moreno Paredes|33.0|186.6|203.2|m|480.0|Quito|2024-07-25|Tecnico|ricardo.moreno.paredes@outlook.com
1758614364|esteban lópez cornejo|30.0|172.3|165.6|f|806.36|Quito|17/04/2025|Maestria|esteban.lopez.cornejo@hotmail.com
1730024195001|Bryan Zambrano Valencia|33.0|164.5|118.2|f|480.0|Quito|25/08/2023|Primaria|
1753702586001|melanie suárez solís|51.0|171.9|164.3|M|480.0|Quito|Jan 14, 2025|Universidad|melanie.suarez.solis@yahoo.com
1727727669|Gustavo Cornejo Cedeño|47.0|177.1|157.9|F|1029.66|Quito|27/09/2025|Maestria|gustavo.cornejo.cedeno@outlook.com
1715744346001|Pedro Herrera Tapia|30.0|166.0|134.3|f|1534.05|Quito|2023-05-08|Maestria|
1704815131|gustavo bravo garcía|33.0|168.1|175.8|m|826.66|Quito|May 14, 2025|Maestria|gustavo.bravo.garcia@hotmail.com
1749016331001| Natalia Cedeño Delgado|31.0|162.4|122.8|f|501.81|Quito|20/10/2024|Maestria|
1704935566|Cristian Flores Cornejo|38.0|174.0|146.7|f|1046.06|Quito|Jul 11, 2025|Maestria|cristian.flores.cornejo@yahoo.com
1713060422|samuel carrillo cruz||145.2|95.0|f|792.0|Quito|07/10/2024|Universidad|
1733691693| ricardo espinoza peña |35.0|184.5|176.1|M|895.68|Quito|2024-12-11|Maestria|
1739772653|Alejandra Solís Romero|35.0|177.5|168.8|f|480.0|Quito|Jun 30, 2024|Universidad|alejandra.solis.romero@yahoo.com
1727411710|andrés peña salazar|37.0|169.2|187.6|m|502.37|Quito||Universidad|
1738499662|Camila Rodriguez García|50.0|172.7|126.0|F|833.47|Quito||Maestria|
1707612824|Paola Mera Peña|28.0|159.3|115.9|f|480.0|Quito|Mar 14, 2025|Secundaria|
1738340262001|CRISTIAN  LOOR  MENDOZA|32.0|153.3|110.1|f|1674.69|Quito|14/06/2025|Secundaria|
1706486485001|Andrés Mendoza Loor|44.0|174.6|155.2|m|1150.09|Quito|16/02/2024|Secundaria|
1729903573|nicole jiménez tapia|46.0|169.4|146.2|f|480.0|Quito|08/04/2023|Tecnico|nicole.jimenez.tapia@yahoo.com
1712783420|Carla  Paredes  Ortega|42.0|175.3|179.1|M|531.41|Quito|2026-01-04|Secundaria|carla.paredes.ortega@hotmail.com
1707387765| KEVIN NAVARRO DELGADO |37.0|168.4|151.1|M|480.0|Quito|2023-04-28|Universidad|KEVIN.NAVARRO.DELGADO@EMPRESA.EC
1716767585001|camila ortega molina|43.0|165.8|150.1|F|2160.12|Quito|2023-01-28|Universidad|camila.ortega.molina@empresa.ec
1714243720001|Gustavo Villamar Cornejo|42.0|170.7|143.2|f|860.77|Quito|Aug 06, 2023|Secundaria|gustavo.villamar.cornejo@empresa.ec
1749363782| cristian carrillo castro |28.0|164.8|128.7|f|1150.49|Quito|19/12/2023|Tecnico|cristian.carrillo.castro@gmail.com
1759987652|Sebastián Tapia Peña|39.0|163.2|125.8|F|610.84|Quito||Maestria|
1736417856|Adriana  Benítez  Romero||172.8|156.0|M|1315.02|Quito|06/12/2024|Universidad| adriana.benitez.romero@yahoo.com 
1729320059|Fernanda Jiménez Chávez|42.0|160.5|123.9|f|976.33|Quito|Nov 11, 2024|Universidad|
1755258983001| natalia bravo loor|38.0|183.1|191.1|m|737.27|Quito||Tecnico|
1721980256|ricardo rojas ortega|37.0|182.2|173.1|m|480.0|Quito|2024-08-06|Secundaria| ricardo.rojas.ortega@yahoo.com 
1721045506|MIGUEL CEDEÑO GARCÍA|41.0|174.5|170.4|M|480.0|Quito|2024-08-12|Universidad|miguel.cedeno.garcia@outlook.com
1748004023|Melanie Arévalo Romero|37.0|154.2|118.4|F|480.0|Quito|2026-01-10|Secundaria|
1745745644|LUIS  TAPIA  ZAMBRANO|32.0|159.7|117.1|f|864.34|Quito||Tecnico|luis.tapia.zambrano@empresa.ec
1701539114|ELENA VILLAMAR GUERRERO|34.0|170.8|192.3|M|958.43|Quito|30/12/2023|Universidad|elena.villamar.guerrero@gmail.com
1749675391|MATEO FLORES SOLÍS|44.0|155.7|106.3|F|769.21|Quito|17/05/2025|Universidad|mateo.flores.solis@empresa.ec
1721792545|Fernanda Guerrero Villacís|33.0|168.1|142.8|F|2601.04|Quito|2024-10-14|Secundaria|fernanda.guerrero.villacis@gmail.com
1714294418001|Karen Arévalo Acosta|35.0|169.0|137.5|F|1170.27|Quito|2025-09-23|Secundaria|karen.arevalo.acosta@gmail.com
1753242211001|daniel  mendoza  paredes|40.0|161.2|103.2|f|1164.82|Quito|2025-02-01|Universidad|daniel.mendoza.paredes@gmail.com
1718115445|ALEJANDRO ROMERO CRUZ|40.0|172.0|163.4|m|2306.42|Quito|18/09/2023|Tecnico|
1707799449|Juan  Flores  Reyes|41.0|175.6|181.9|M|1254.45|Quito|12/02/2026|Secundaria|JUAN.FLORES.REYES@HOTMAIL.COM
1719973958|jorge moreno ortega|41.0|160.2|101.7|F|840.9|Quito|2024-02-17|Universidad|jorge.moreno.ortega@hotmail.com
1745078947|Esteban Mendoza Espinoza|55.0|176.3|183.6|M|480.0|Quito|2024-01-19|Secundaria|esteban.mendoza.espinoza@empresa.ec
1739077293|María Torres Villamar|41.0|184.7|183.6|M|497.43|Quito|2024-11-16|Universidad|maria.torres.villamar@yahoo.com
1726282948|BRYAN CASTRO PEÑA||156.2|112.3|f|1230.27|Quito|2024-11-21|Primaria|bryan.castro.pena@gmail.com
1728458652001|Lucía Salazar García|28.0|169.1|146.6|m|688.2|Quito|2024-03-10|Tecnico|lucia.salazar.garcia@yahoo.com
1724676570|samuel acosta molina|30.0|183.6|177.3|m|480.0|Quito||Primaria|
1705436820001|jorge herrera vera|37.0|159.8|115.0|f|752.91|Quito|Nov 15, 2025|Universidad|jorge.herrera.vera@yahoo.com
1707799282|Sebastián Sanchez Suárez|45.0|183.3|166.2|m|480.0|Quito|2025-07-18|Universidad|
1745501153|Bryan Loor Castro|25.0|172.9|157.7|f|991.34|Quito|May 14, 2023|Maestria|
1722924683|ALEJANDRO CARRILLO ORTEGA|30.0|173.4|137.4|F|909.63|Quito|04/09/2023|Secundaria|ALEJANDRO.CARRILLO.ORTEGA@YAHOO.COM
1731711840|carla  mendoza  molina|48.0|151.3|95.0|F|480.0|Quito|05/07/2025|Secundaria|carla.mendoza.molina@empresa.ec
1756191860|CARLOS ALVARADO RODRIGUEZ|39.0|176.3|190.9|M|480.0|Quito|Jul 06, 2024|Tecnico|
1755667340| DIEGO CASTRO ACOSTA |36.0|168.4|139.8|f|480.0|Quito|Jul 31, 2025|Tecnico|diego.castro.acosta@yahoo.com
1712446093001|María Espinoza Romero|30.0|168.4|167.6|M|920.6|Quito|2023-06-22|Universidad|maria.espinoza.romero@hotmail.com
1735307611001|Jose Jiménez Salazar|28.0|174.7|182.6|M|999.57|Quito|11/01/2026|Universidad|
1724869118|valeria quintero valencia|34.0|180.4|186.7|M|662.31|Quito|2024-06-12|Universidad| valeria.quintero.valencia@yahoo.com 
1734372376001| Natalia Villacís Solís|33.0|175.3|188.6|M|880.12|Quito|2023-10-22|Maestria|.natalia.villacis.solis@yahoo.com
1755330527|CARLA CARRILLO SOLÍS|31.0|151.2|115.8|f|1028.77|Quito|21/02/2025|Primaria|carla.carrillo.solis@empresa.ec
1740415821|CAMILA DELGADO HERRERA|34.0|180.2|158.4|m|715.31|Quito|2025-10-06|Universidad|
1719035873001|Alejandro Suárez Moreno|38.0|168.2|151.8|f|969.55|Quito|16/11/2025|Primaria|alejandro.suarez.moreno@hotmail.com
1704188489|david villamar cedeño|31.0|177.8|175.1|m|496.77|Quito|2024-12-09|Tecnico|david.villamar.cedeno@empresa.ec
